Participant,File,Utterance #,Transcript,Coding
EAR_33.xlsx,198,,yeah and we don't like* i mean you guys have more events than we do but like* in terms of official events where we're required to go we didn't have that many so it's kinda like* how are you like* you know i don't know what's going to happen i don't know but yeah that's why i was like* i hope i just wanted to that's why i like* told kelsey i was like* hey just tell the initiates that i have my room because like* honestly like* if joseph and and like* madeleiene cuz madeleiene hasn't texted me either but everyone else has so that's why i was like* okay if they if those three just like* stop by ,
EAR_33.xlsx,199,,and like* i'm so awkward dude like* you know how wait like* who do you like like* which groups do you like ohh tay is so cute he's the one with the tattoos right he's so cute he's so cute are like* they're not popular right me too yeah like* literally oh my god literally tiffany like* loves bts with a burning passion right and she's like* yeah i don't like o but i'm like* okay wait no i ,
EAR_33.xlsx,201,,i like the oil i like the that's good you know cindy named her parasite after me yeah oh so like* she played this game and like* it's like* it's dude i don't know so like* she just it's like* one of those like* games where like* you like* have a parasite and your goal is to like* infect that game yeah yeah yeah it's that game and so she she texted me she was like* i named i named my parasite ,
EAR_33.xlsx,202,,midterms this week nine a ah me too no they have six a six b nine a nine b yeah but they got rid of eight a eight b yeah pretty much i know they changed it like* twenty times oh i know they changed ochem from like* one hundred a it was it was an upper div at first and they changed it to twelve a and then now it's eight a yeah i think so i don't know i think ,
EAR_33.xlsx,203,,oh my god i'm so sad i really am it's okay i'm gonna i'm bringing are you gonna bring luxe okay cuz i'm gonna bring chatter _ i don't know how i'm gonna bring him though i think i'm just gonna bring his cage _ i was gonna buy a leash for him too much he's a ton dude he's big he's like* from here to here maybe he's a really big ,
EAR_33.xlsx,205,,yeah no cuz lupe said she was gonna go to downtown la and like* i guess the place that she was going to only has them on wholesale yeah uhuh yeah how many yeah i don't even know how many we're gonna get no idea like* i literally have i think i think we're gonna do but ,
EAR_33.xlsx,206,,as a as like* an instructor like* your life like* lowkey changes cuz they're so chill but they're so nice like* they don't they have they don't have their phd yet so they don't it's not like they don't have like* a stick up their ass you know i'm gonna go to class because it's twelve forty ,
EAR_25.xlsx,8,,your fourth year yeah that was like* senior year of high school all over again ,
EAR_25.xlsx,18,,log in and log out again _ like* log in and refresh the page and then log in to webwork first refresh the page and then go back to r'web and refresh it i guess that's what i did oh the the thing for chem cuz his grade wasn't ,
EAR_25.xlsx,29,,yeah i think i'm gonna go soon cuz they want me to find someone that stay with so i came up with an idea i was like* why don't you guys ask he might know someone _ and then i'm like* we could go one day to church on a sunday and just don't know when yet ,
EAR_25.xlsx,45,,but i don't think _ they'll still joke around and do and shit that's what _ that's what i feel like* _ no they want it to be a serious game that's why they changed it up to like* captains and shit _ ,
EAR_25.xlsx,48,,no i don't have a i only have a bro come to us yeah _ yo watch out watch out there could be people already dead or like* camping it out scoping it out or something oh someone took it oh no that's not it _ watch out there's a fort bro there's a fort behind you bro watch out don't peek let's ,
EAR_25.xlsx,50,,why are you talking to yourself in the third person like* _ bro i have no med bro my health is so trash right now bro they're above you they're right above you there's one right above you _ there's three ,
EAR_25.xlsx,59,,let's go you want to go to the houses first cuz i have trash like* quick bro we gotta quick like* mad quick yo you have bandages actually you have bandages alright i have a slurp oh we might we might get finessed just be quick just be quick we'll be good oh someone's been here there's in here or am i trippin yeah i'm throwin grenade in there i threw one oh i knocked him down lets go ,
EAR_25.xlsx,103,,we're gonna do that to like* oh i know how to do this let me get something to write with ,
EAR_25.xlsx,108,,like* this one ,
EAR_25.xlsx,131,,yeah _ but _ i heard did you try with eli _ bro honestly honestly if you find the right person it's so possible to like* get the memory ,
EAR_25.xlsx,149,,he could've been by himself just remember that _ no like* by himself like* walking alone _ just _ come here and watch out ,
EAR_036.xlsx,26,,right oh my gosh i found this area of the library i think is it on the ss basement i think it's on the basement there's a basement floor for the library and i like well i usually like going down there but i think a lot of people have caught on that it's like* usually a more quiet area and so there's like* groups of people that go down there and just talk loudly and i'm like* hi uh this is the fuckin library um but i found like* a corner of it where you know the ,
EAR_036.xlsx,28,,mkay yeah that's what i was planning well i have one mm where are your nasals well no i just want like* a regular band aid i can wrap it around my toe what do you mean no ,
EAR_036.xlsx,42,,usually the best that you could be mom everyone can hear you i need you to not talk no you cannot um so it's how does sleep affect emotion how does emotion affect sleep um so i feel like* it's pretty similar where like* if you go to sleep angry or sad you usually don't get as a good quality as sleep and then i could even have like* a circular effect where like* ,
